区域,标题,总价,单价,位置,信息 
广元,科技情报所小区4-2-1-1 131.00m² 65 万房东诚心出售, 65万,"4,962元/平", 科技情报所小区    -  南河 ,4室2厅 | 131平米 | 西南 | 其他 | 高楼层(共8层)  | 暂无数据
广元,此房满5年，出行方便，户型方正，居住方便舒适。, 90万,"6,073元/平", 温州综合楼    -  南河 ,3室2厅 | 148.2平米 | 西北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,此房就在河边 视野宽阔 采光充足, 138万,"11,775元/平", 东晟华庭    -  东坝 ,3室2厅 | 117.2平米 | 东南 | 其他 | 低楼层(共6层)  | 暂无数据
广元,江南星城 2室2厅交通便利 小区环境干净舒适 适合居住, 85万,"8,334元/平", 江南星城    -  南河 ,2室2厅 | 102平米 | 西 | 其他 | 高楼层(共32层)  | 暂无数据
广元,南河陵江御苑1楼3室2卫精装出售, 90万,"7,532元/平", 陵江御苑    -  南河 ,3室2厅 | 119.5平米 | 东南 | 其他 | 低楼层(共6层)  | 板楼
广元,两江嘉苑、四室三厅一厨两卫出售, 160万,"8,206元/平", 两江嘉苑    -  南河 ,4室3厅 | 195平米 | 西北 | 其他 | 高楼层(共6层)  | 暂无数据
广元,此房地段好 ，诚心出售，出行方便.., 78万,"6,418元/平", 广元市民政局家属院    -  东坝 ,3室2厅 | 121.55平米 | 东南 | 其他 | 低楼层(共8层)  | 暂无数据
广元,皇都首座大型小区   三室电梯房  精装修   拎包入住, 96万,"8,164元/平", 皇都首座    -  南河 ,3室2厅 | 117.6平米 | 南 | 其他 | 高楼层(共16层)  | 平房
广元,凤琴岚湾三居双卫，98万，满五唯一, 98万,"9,003元/平", 凤琴岚湾    -  东坝 ,3室2厅 | 108.86平米 | 南 | 其他 | 低楼层(共24层)  | 暂无数据
广元,房子通透，户型方正，离万达广场200米，购物聚餐方便, 87万,"10,287元/平", 天悦府    -  万源 ,2室1厅 | 84.58平米 | 南 | 其他 | 中楼层(共28层)  | 暂无数据
广元,陵江御苑4-2-1-2 198.00m² 130 万, 130万,"6,566元/平", 陵江御苑    -  南河 ,5室3厅 | 198平米 | 东 | 其他 | 高楼层(共6层)  | 板楼
广元,东坝三室两厅两卫 精装 家电齐全。, 96万,"8,496元/平", 翡翠城    -  东坝 ,3室2厅 | 113平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,天立凤凰唐城  经典三室   中庭户型   仅售75万, 75万,"7,076元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 106平米 | 南 北 | 其他 | 低楼层(共29层)  | 暂无数据
广元,广宇国际精装三室双卫，电梯高楼层。, 132万,"11,479元/平", 广宇国际    -  老城 ,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据
广元,下河街精装套三，单价5000左右带走, 65万,"5,650元/平", 天兴公寓    -  老城 ,3室2厅 | 115.05平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据
广元,凤凰唐城二期，三室，小区环境适合入住, 77万,"9,059元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 85平米 | 东南 | 其他 | 低楼层(共29层)  | 暂无数据
广元,精装大三房，视野宽阔，采光充足，江景, 120万,"9,678元/平", 滨江印象    -  老城 ,3室2厅 | 124平米 | 东南 | 其他 | 中楼层(共26层)  | 板楼
广元,金田商住楼 3室3厅 南, 93万,"6,079元/平", 金田商住楼    -  老城 ,3室3厅 | 153平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,老城永隆旁边震后电梯套二，80平，76万, 72万,"9,000元/平", 宏亨广府    -  老城 ,2室2厅 | 80平米 | 南 | 其他 | 高楼层(共21层)  | 塔楼
广元,方正家园小区 三室两厅 交通便利 小区环境干净舒适, 86万,"6,255元/平", 方正家园    -  东坝 ,3室2厅 | 137.5平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据
广元,福兴家园  三室二厅   双卫   高楼层, 80万,"6,086元/平", 福兴家园    -  老城 ,3室2厅 | 131.45平米 | 西南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,建设路两居室，房东诚心急售，价格可小刀, 53万,"5,989元/平", 康宁公寓    -  老城 ,2室2厅 | 88.5平米 | 东 | 其他 | 中楼层(共6层)  | 暂无数据
广元,云盘梁三室出售  出行方便   配套齐全, 85万,"8,586元/平", 栖凤路281号    -  老城 ,3室1厅 | 99平米 | 东 | 其他 | 低楼层(共6层)  | 暂无数据
广元,老城清水现房 即买即装修 出行便利 配套成熟, 75万,"7,532元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 99.58平米 | 南 | 其他 | 低楼层(共29层)  | 暂无数据
广元,此房居住起来很安静，适合养老和年轻人居住地段也不错, 67万,"4,574元/平", 福兴家园    -  老城 ,4室2厅 | 146.5平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,双证齐全，价格实惠，全明采光，视野开阔。, 60万,"5,961元/平", 金桥花园    -  老城 ,3室2厅 | 100.67平米 | 西 | 其他 | 高楼层(共6层)  | 暂无数据
广元,老城新华街龙凤佳苑套三中装诚心出售, 80万,"5,559元/平", 龙凤佳苑    -  老城 ,3室2厅 | 143.93平米 | 西 | 其他 | 中楼层(共5层)  | 暂无数据
广元,交通便利 小区环境干净舒适 适合居住, 75万,"6,819元/平", 人和大厦    -  老城 ,3室2厅 | 110平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,新福花园 4室2厅 南, 73万,"4,346元/平", 新福花园    -  老城 ,4室2厅 | 168平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,富康家园诚意出售需要就提前联系, 98万,"5,991元/平", 富康家园    -  老城 ,4室2厅 | 163.6平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据
广元,：采光充足 ，低楼层 冬暖夏凉，设施设备完善.., 48万,"5,334元/平", 东坝116厂宿舍小区    -  东坝 ,3室2厅 | 90平米 | 南 西南 | 毛坯 | 低楼层(共18层)  | 暂无数据
广元,"满五唯一，税少楼层好,交通方便，明厨明卫,", 90万,"6,165元/平", 金碧苑    -  老城 ,3室2厅 | 146平米 | 西北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,老城中跃 低楼层 采光好 祖孙三代可住, 105万,"6,177元/平", 中新建材市场宿舍    -  老城 ,4室2厅 | 170平米 | 南 | 其他 | 中楼层(共6层)  | 板楼
广元,花园电梯房 带篮球场羽毛球场 关门诚心出售 价格可刀, 75万,"6,400元/平", 少熙岭秀    -  上西坝 ,3室2厅 | 117.2平米 | 东南 | 其他 | 中楼层(共22层)  | 暂无数据
广元,满五税少，三室两厅一卫，地理位置好紧挨图腾广场, 70万,"6,959元/平", 老百货大厦宿舍    -  老城 ,3室2厅 | 100.6平米 | 西 | 其他 | 中楼层(共5层)  | 暂无数据
广元,天立凤凰唐城  正宗三室、视野好。, 80万,"7,548元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 106平米 | 南 | 其他 | 低楼层(共29层)  | 暂无数据
广元,房子通透，户型方正，离万达广场200米，购物聚餐方便, 87万,"10,287元/平", 天悦府    -  万源 ,2室1厅 | 84.58平米 | 南 | 其他 | 中楼层(共28层)  | 暂无数据
广元,陵江御苑4-2-1-2 198.00m² 130 万, 130万,"6,566元/平", 陵江御苑    -  南河 ,5室3厅 | 198平米 | 东 | 其他 | 高楼层(共6层)  | 板楼
广元,东坝三室两厅两卫 精装 家电齐全。, 96万,"8,496元/平", 翡翠城    -  东坝 ,3室2厅 | 113平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,天立凤凰唐城  经典三室   中庭户型   仅售75万, 75万,"7,076元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 106平米 | 南 北 | 其他 | 低楼层(共29层)  | 暂无数据
广元,广宇国际精装三室双卫，电梯高楼层。, 132万,"11,479元/平", 广宇国际    -  老城 ,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据
广元,老城永隆旁边震后电梯套二，80平，76万, 72万,"9,000元/平", 宏亨广府    -  老城 ,2室2厅 | 80平米 | 南 | 其他 | 高楼层(共21层)  | 塔楼
广元,方正家园小区 三室两厅 交通便利 小区环境干净舒适, 86万,"6,255元/平", 方正家园    -  东坝 ,3室2厅 | 137.5平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据
广元,福兴家园  三室二厅   双卫   高楼层, 80万,"6,086元/平", 福兴家园    -  老城 ,3室2厅 | 131.45平米 | 西南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,凤琴岚湾三居双卫，98万，满五唯一, 98万,"9,003元/平", 凤琴岚湾    -  东坝 ,3室2厅 | 108.86平米 | 南 | 其他 | 低楼层(共24层)  | 暂无数据
广元,建设路两居室，房东诚心急售，价格可小刀, 53万,"5,989元/平", 康宁公寓    -  老城 ,2室2厅 | 88.5平米 | 东 | 其他 | 中楼层(共6层)  | 暂无数据
广元,老城新华街龙凤佳苑套三中装诚心出售, 80万,"5,559元/平", 龙凤佳苑    -  老城 ,3室2厅 | 143.93平米 | 西 | 其他 | 中楼层(共5层)  | 暂无数据
广元,天立学府华庭3室2厅1卫清水房, 60万,"7,059元/平", 学府华庭    -  东坝 ,3室2厅 | 85平米 | 东 | 其他 | 低楼层(共31层)  | 暂无数据
广元,此房是跃层，面积大。全新精装修。可拎包入住........, 340万,"15,088元/平", 滨利阳光    -  万源 ,3室2厅 | 225.35平米 | 南 | 其他 | 低楼层(共26层)  | 暂无数据
广元,东方曼哈顿3-2-1-1 79.20m² 87 万, 90万,"11,364元/平", 东方曼哈顿    -  万源 ,3室2厅 | 79.2平米 | 南 | 其他 | 低楼层(共28层)  | 板楼
广元,老城黄 金位置 精装两房 可直接入住  带大平台, 71万,"8,403元/平", 世纪广场    -  老城 ,2室2厅 | 84.5平米 | 南 | 其他 | 低楼层(共14层)  | 暂无数据
广元,南街小区 3室2厅交通便利 小区环境干净舒适 适合居住, 70万,"5,344元/平", 海壕街电信公寓    -  老城 ,3室2厅 | 131平米 | 南 | 其他 | 低楼层(共8层)  | 暂无数据
广元,老城转盘路  中装大套三拎包入住  小区好停车, 75万,"5,977元/平", 市一建公司住宅楼    -  老城 ,3室2厅 | 125.5平米 | 西南 | 其他 | 中楼层(共6层)  | 板塔结合
广元,宏图碧水云天三室两厅一厨两卫  。, 100万,"10,177元/平", 宏图碧水云天    -  万源 ,3室2厅 | 98.27平米 | 东南 | 精装 | 中楼层(共28层)  | 板塔结合
广元,文化大厦 老城新华街大三室，三室两厅一厨双卫, 90万,"5,562元/平", 文化大厦公寓    -  老城 ,3室2厅 | 161.84平米 | 南 | 其他 | 中楼层(共15层)  | 暂无数据
广元,老城花园江景小区 精装两室拎包入住 满五税费低, 68万,"8,334元/平", 滨江印象    -  老城 ,2室2厅 | 81.6平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据
广元,此房满五唯一，户型方正，居住环境舒适，交通便利。, 82万,"5,816元/平", 南风居    -  南河 ,3室2厅 | 141平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,出行方便，户型方正，居住方便舒适, 75万,"7,076元/平", 东山半岛    -  东坝 ,3室2厅 | 106平米 | 南 | 其他 | 低楼层(共28层)  | 暂无数据
广元,采光很好，格局好。小区绿化面积大, 78万,"8,479元/平", 学都瑞景    -  东坝 ,2室2厅 | 92平米 | 东南 | 其他 | 低楼层(共24层)  | 暂无数据
广元,此房满五，朝向格局好，楼层采光好，江景房, 103万,"6,359元/平", 富康家园    -  老城 ,4室2厅 | 162平米 | 西北 | 其他 | 高楼层(共6层)  | 暂无数据
广元,东坝电梯三居室清水房急售  自己选择装修风格, 88万,"8,122元/平", 天立凤凰唐城    -  东坝 ,3室2厅 | 108.36平米 | 东南 | 其他 | 中楼层(共33层)  | 暂无数据
广元,满五税少，三室两厅一卫，地理位置好紧挨图腾广场, 70万,"6,959元/平", 老百货大厦宿舍    -  老城 ,3室2厅 | 100.6平米 | 西 | 其他 | 中楼层(共5层)  | 暂无数据
广元,天立凤凰唐城  正宗三室、视野好。, 80万,"7,548元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 106平米 | 南 | 其他 | 低楼层(共29层)  | 暂无数据
广元,龙眼花园 3室2厅 南, 67万,"6,091元/平", 龙眼花园    -  东坝 ,3室2厅 | 110平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,老城清水现房 套三双卫 过户直接装修 格局方正, 76万,"7,451元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 102平米 | 西 | 其他 | 低楼层(共15层)  | 暂无数据
广元,华南小区 3室2厅 东南, 68万,"6,297元/平", 华南小区    -  老城 ,3室2厅 | 108平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,老城永隆旁边震后电梯套二，80平，76万, 72万,"9,000元/平", 宏亨广府    -  老城 ,2室2厅 | 80平米 | 南 | 其他 | 高楼层(共21层)  | 塔楼
广元,方正家园小区 三室两厅 交通便利 小区环境干净舒适, 86万,"6,255元/平", 方正家园    -  东坝 ,3室2厅 | 137.5平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据
广元,福兴家园  三室二厅   双卫   高楼层, 80万,"6,086元/平", 福兴家园    -  老城 ,3室2厅 | 131.45平米 | 西南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,建设路两居室，房东诚心急售，价格可小刀, 53万,"5,989元/平", 康宁公寓    -  老城 ,2室2厅 | 88.5平米 | 东 | 其他 | 中楼层(共6层)  | 暂无数据
广元,云盘梁三室出售  出行方便   配套齐全, 85万,"8,586元/平", 栖凤路281号    -  老城 ,3室1厅 | 99平米 | 东 | 其他 | 低楼层(共6层)  | 暂无数据
广元,老城清水现房 即买即装修 出行便利 配套成熟, 75万,"7,532元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 99.58平米 | 南 | 其他 | 低楼层(共29层)  | 暂无数据
广元,此房居住起来很安静，适合养老和年轻人居住地段也不错, 67万,"4,574元/平", 福兴家园    -  老城 ,4室2厅 | 146.5平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,双证齐全，价格实惠，全明采光，视野开阔。, 60万,"5,961元/平", 金桥花园    -  老城 ,3室2厅 | 100.67平米 | 西 | 其他 | 高楼层(共6层)  | 暂无数据
广元,房子通透，户型方正，离万达广场200米，购物聚餐方便, 87万,"10,287元/平", 天悦府    -  万源 ,2室1厅 | 84.58平米 | 南 | 其他 | 中楼层(共28层)  | 暂无数据
广元,陵江御苑4-2-1-2 198.00m² 130 万, 130万,"6,566元/平", 陵江御苑    -  南河 ,5室3厅 | 198平米 | 东 | 其他 | 高楼层(共6层)  | 板楼
广元,东坝三室两厅两卫 精装 家电齐全。, 96万,"8,496元/平", 翡翠城    -  东坝 ,3室2厅 | 113平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,天立凤凰唐城  经典三室   中庭户型   仅售75万, 75万,"7,076元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 106平米 | 南 北 | 其他 | 低楼层(共29层)  | 暂无数据
广元,广宇国际精装三室双卫，电梯高楼层。, 132万,"11,479元/平", 广宇国际    -  老城 ,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据
广元,凤凰唐城二期，三室，小区环境适合入住, 77万,"9,059元/平", 天立凤凰唐城二期    -  老城 ,3室2厅 | 85平米 | 东南 | 其他 | 低楼层(共29层)  | 暂无数据
广元,精装大三房，视野宽阔，采光充足，江景, 120万,"9,678元/平", 滨江印象    -  老城 ,3室2厅 | 124平米 | 东南 | 其他 | 中楼层(共26层)  | 板楼
广元,金田商住楼 3室3厅 南, 93万,"6,079元/平", 金田商住楼    -  老城 ,3室3厅 | 153平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,凤琴岚湾三居双卫，98万，满五唯一, 98万,"9,003元/平", 凤琴岚湾    -  东坝 ,3室2厅 | 108.86平米 | 南 | 其他 | 低楼层(共24层)  | 暂无数据
广元,老城新华街龙凤佳苑套三中装诚心出售, 80万,"5,559元/平", 龙凤佳苑    -  老城 ,3室2厅 | 143.93平米 | 西 | 其他 | 中楼层(共5层)  | 暂无数据
广元,交通便利 小区环境干净舒适 适合居住, 75万,"6,819元/平", 人和大厦    -  老城 ,3室2厅 | 110平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,新福花园 4室2厅 南, 73万,"4,346元/平", 新福花园    -  老城 ,4室2厅 | 168平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,富康家园诚意出售需要就提前联系, 98万,"5,991元/平", 富康家园    -  老城 ,4室2厅 | 163.6平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据
广元,：采光充足 ，低楼层 冬暖夏凉，设施设备完善.., 48万,"5,334元/平", 东坝116厂宿舍小区    -  东坝 ,3室2厅 | 90平米 | 南 西南 | 毛坯 | 低楼层(共18层)  | 暂无数据
广元,"满五唯一，税少楼层好,交通方便，明厨明卫,", 90万,"6,165元/平", 金碧苑    -  老城 ,3室2厅 | 146平米 | 西北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,老城中跃 低楼层 采光好 祖孙三代可住, 105万,"6,177元/平", 中新建材市场宿舍    -  老城 ,4室2厅 | 170平米 | 南 | 其他 | 中楼层(共6层)  | 板楼
广元,下河街精装套三，单价5000左右带走, 65万,"5,650元/平", 天兴公寓    -  老城 ,3室2厅 | 115.05平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据
